Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
low fat,NCY41,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.08,16.75,34.05,5
reg,FDW31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.04,11.35,197.07,5
reg,FDR55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.13,12.15,190.69,5
reg,FDX10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.12,6.39,34.39,5
LF,DRF49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07,7.27,114.45,5
Low Fat,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05,9.80,99.40,5
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.13,14.30,77.23,5
Low Fat,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10,15.10,159.96,5
Low Fat,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06,18.85,131.53,5
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06,20.35,234.26,5
Low Fat,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09,4.79,121.01,5
Low Fat,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.15,7.00,108.23,5
Low Fat,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,7.66,114.15,5
Low Fat,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,7.96,163.29,5
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04,18.85,257.83,5
Low Fat,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.17,20.70,184.43,5
Low Fat,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.13,14.30,86.02,5
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04,20.50,72.97,5
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04,8.19,115.88,5
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09,12.60,109.92,5
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05,10.50,157.09,5
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09,5.32,100.67,5
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04,12.35,36.32,5
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09,14.50,159.46,5
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02,18.85,130.26,5
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,9.60,42.61,5
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06,15.10,140.25,5
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,15.20,108.19,5
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00,18.75,213.32,5
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.18,19.10,172.34,5
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01,16.35,106.13,5
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04,8.40,97.90,5
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11,9.20,181.26,5
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05,20.35,119.55,5
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05,21.00,194.45,5
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.16,9.40,226.17,5
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04,15.70,182.46,5
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.12,6.72,43.75,5
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02,10.30,170.94,5
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06,11.65,171.14,5
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07,8.71,183.39,5
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11,15.70,113.72,5
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02,19.75,181.57,5
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02,15.70,60.25,5
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06,20.20,127.47,5
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02,5.63,106.13,5
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02,9.50,195.45,5
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01,15.70,207.90,5
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01,5.34,102.44,5
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11,15.60,173.28,5
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.22,11.65,153.00,5
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.03,5.48,83.33,5
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.04,10.90,107.23,5
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.18,9.80,177.94,5
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.11,16.35,198.24,5
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.12,8.01,36.65,5
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.20,10.30,156.46,5
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.03,14.80,193.58,5
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.20,8.39,162.89,5
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.21,17.00,125.14,5
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.14,14.80,190.88,5
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.06,15.60,125.77,5
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.02,17.60,163.46,5
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.18,17.60,163.69,5
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.11,12.65,159.96,5
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.05,13.85,142.52,5
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.02,18.70,52.93,5
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.19,5.43,87.05,5
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.21,14.50,102.73,5
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.19,12.80,138.78,5
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.08,18.50,145.81,5
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.14,15.50,48.47,5
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.27,16.85,194.15,5
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.24,18.00,88.25,5
Low Fat,FDW23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.08,5.77,36.72,5
Low Fat,FDW59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.02,13.15,86.36,5
Low Fat,DRF27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.03,8.93,153.43,5
Low Fat,FDB15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.14,10.90,264.56,5
Low Fat,FDG16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.09,15.25,213.72,5
Low Fat,FDJ04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.12,18.00,118.31,5
Low Fat,FDJ32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.06,10.70,61.25,5
Low Fat,FDM56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.07,16.70,109.89,5
Low Fat,FDB45,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.02,20.85,104.93,5
Low Fat,DRJ23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.04,18.35,188.19,5
Low Fat,NCN06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.12,8.39,163.49,5
Low Fat,NCF43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.05,8.51,142.25,5
Low Fat,NCG07,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.05,12.30,188.75,5
Low Fat,NCB55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.16,15.70,59.26,5
Low Fat,NCN30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.02,16.35,97.44,5
Low Fat,FDF22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06,6.87,214.52,5
Low Fat,FDQ10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03,12.85,170.64,5
Low Fat,DRK13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.12,11.80,198.21,5
Low Fat,DRL37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.05,15.50,44.48,5
Regular,FDL38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.01,13.80,89.92,5
Regular,FDV13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.03,17.35,86.19,5
Regular,FDX04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.04,19.60,46.04,5
Regular,FDF53,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.08,20.75,180.33,5
Regular,FDD21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.00,10.30,115.02,5
Regular,FDO20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.15,12.85,252.34,5
Regular,FDC21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.04,14.60,109.83,5
Regular,FDV19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.04,14.85,159.56,5
Regular,FDW43,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.02,20.10,225.90,5
Regular,FDO46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01,9.60,187.19,5
reg,FDT10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06,16.70,60.96,5
reg,FDB23,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01,19.20,226.91,5
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10,15.10,157.36,5
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02,12.15,163.62,5
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06,6.43,132.86,5
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.15,13.00,78.00,5
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05,15.60,242.99,5
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05,19.10,40.31,5
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05,10.00,140.62,5
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04,18.60,244.08,5
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05,18.20,147.37,5
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04,20.50,121.28,5
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04,18.25,174.21,5
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05,7.27,100.44,5
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05,8.76,127.33,5
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04,10.60,87.02,5
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09,5.83,160.79,5
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11,8.28,103.33,5
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08,12.30,247.15,5
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03,16.35,128.40,5
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01,20.25,148.04,5
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.12,12.65,108.29,5
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03,18.50,88.92,5
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04,18.85,58.56,5
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01,9.06,211.86,5
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06,6.87,212.02,5
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07,9.50,253.37,5
Low Fat,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10,10.00,113.35,5
Low Fat,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07,14.10,200.41,5
Low Fat,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06,15.85,55.90,5
Low Fat,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04,16.00,139.95,5
Low Fat,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.16,21.25,177.34,5
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00,7.97,172.04,5
Low Fat,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06,12.65,159.66,5
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11,12.80,142.28,5
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03,9.70,175.14,5
Regular,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03,13.00,59.32,5
Regular,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00,14.50,41.05,5
Regular,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.16,15.00,182.53,5
Regular,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.18,18.25,110.16,5
Regular,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01,6.12,91.05,5
Regular,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06,9.80,116.75,5
Regular,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01,20.35,234.50,5
Regular,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04,6.79,44.01,5
Regular,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01,14.85,155.76,5
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04,16.70,146.61,5
Low Fat,FDI14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09,,139.25,5
Low Fat,FDU25,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03,,56.22,5
Low Fat,FDC53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,96.74,5
Low Fat,FDD28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05,,59.59,5
Low Fat,FDO40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03,,148.94,5
Low Fat,FDT40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.10,,125.57,5
Low Fat,FDD33,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.00,,231.96,5
Low Fat,FDW20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02,,124.97,5
Low Fat,DRN47,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02,,180.77,5
Low Fat,NCY53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06,,110.45,5
Low Fat,NCE19,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09,,53.50,5
Low Fat,NCE55,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.13,,178.24,5
Low Fat,NCG43,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07,,94.05,5
Low Fat,NCH06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08,,245.65,5
Low Fat,NCM30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07,,39.28,5
Low Fat,NCN42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,145.64,5
Low Fat,NCU42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02,,166.55,5
Low Fat,NCJ19,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.12,,55.26,5
Low Fat,FDD46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.14,,154.80,5
Low Fat,FDL33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.10,,194.45,5
Low Fat,FDP09,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03,,211.69,5
Low Fat,DRL37,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05,,44.38,5
Regular,FDE36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.00,,165.59,5
Regular,FDG12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,122.41,5
Regular,FDU24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.14,,94.31,5
Regular,FDK25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.16,,169.35,5
Regular,FDB14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.10,,91.31,5
Regular,FDH50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.16,,185.23,5
Regular,FDZ02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04,,97.57,5
Regular,FDH05,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09,,229.80,5
Regular,FDT19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.14,,172.11,5
Regular,FDW19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04,,109.96,5
Regular,FDR51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.17,,148.47,5
Regular,FDY34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,167.08,5
Regular,FDP49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,9.00,54.36,4.9
Regular,FDG35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01,21.20,173.57,4.9
Low Fat,FDS52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.01,,102.50,4.9
Low Fat,FDR21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07,19.70,177.54,4.9
Regular,FDQ36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00,7.86,38.38,4.9
Regular,FDE20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01,11.35,171.18,4.9
Regular,FDO20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00,12.85,252.34,4.9
Low Fat,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03,16.10,256.14,4.9
Low Fat,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05,6.65,147.77,4.9
Low Fat,NCN53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.05,5.18,33.69,4.9
Regular,FDN04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01,11.80,176.83,4.9
Low Fat,NCP42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02,8.51,192.15,4.9
reg,FDY11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03,6.71,65.01,4.9
Low Fat,FDW28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09,,194.75,4.9
Low Fat,NCL53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.00,,175.40,4.9
Regular,FDW57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,8.31,179.10,4.8
Low Fat,NCN07,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.06,18.50,132.13,4.8
Regular,FDP28,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.13,13.65,260.09,4.8
Regular,FDR52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08,12.65,192.18,4.8
Regular,FDY56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06,16.35,225.91,4.8
Regular,FDR36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.12,6.72,40.25,4.8
Regular,FDY22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.16,16.50,143.81,4.8
Low Fat,FDD36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02,,117.61,4.8
Low Fat,FDP19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,11.50,128.47,4.8
Low Fat,FDF20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,12.85,196.58,4.8
Low Fat,NCB31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,6.24,263.29,4.8
Low Fat,DRE12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,4.59,111.69,4.8
Low Fat,DRK01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,7.63,92.54,4.8
Regular,FDE20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,11.35,167.88,4.8
Regular,FDJ34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,11.80,126.07,4.8
LF,FDH41,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.14,,213.55,4.8
Low Fat,FDQ12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,230.00,4.8
Low Fat,FDZ27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.00,,51.24,4.8
Low Fat,FDI22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.17,,211.06,4.8
Regular,FDW02,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.07,,126.27,4.8
Regular,FDR15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,155.83,4.8
Regular,FDN34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.08,,168.71,4.8
Low Fat,NCV41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02,14.35,112.52,4.8
Low Fat,NCM19,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05,12.65,112.52,4.8
Regular,FDP31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16,21.10,65.02,4.8
Regular,FDQ45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01,9.50,185.36,4.8
Regular,FDO21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01,11.60,226.24,4.8
Low Fat,FDQ24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.07,15.70,253.47,4.8
Low Fat,FDD14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.17,20.70,182.63,4.8
Low Fat,NCC54,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.10,17.75,242.12,4.8
Low Fat,FDZ40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04,8.94,52.93,4.8
Low Fat,NCM07,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.04,9.40,85.69,4.8
Low Fat,NCP50,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.02,17.35,80.66,4.8
Low Fat,NCJ31,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.18,19.20,241.82,4.8
Low Fat,FDF46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.09,7.07,115.88,4.8
Regular,FDJ36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.13,14.50,101.43,4.8
Regular,FDZ13,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.15,7.84,51.34,4.8
Regular,FDZ32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.04,7.79,103.90,4.8
Regular,FDY40,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.09,15.50,48.17,4.8
LF,NCM06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08,7.48,156.47,4.8
Low Fat,FDK24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10,9.20,46.47,4.8
Low Fat,NCL05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05,19.60,42.28,4.8
Low Fat,NCA29,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,10.50,171.61,4.8
Low Fat,NCP30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,20.50,40.08,4.8
LF,FDX58,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.07,13.15,181.70,4.8
Low Fat,FDW24,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.06,6.80,50.40,4.8
